SegmentName;ProductName;Brand
CASA, CONSTRUÇÃO E JARDINAGEM;EXTENSOR PORTAO BABY/DOG MAXEB 10CM REF 3742;
CASA, CONSTRUÇÃO E JARDINAGEM;PILHA BRASFORT BAT MINI 12V 1PC;
CASA, CONSTRUÇÃO E JARDINAGEM;RODO MOP SOFT CHENILLE LARAN. C/CABO BOMPACK;
CASA, CONSTRUÇÃO E JARDINAGEM;BRASILUX ESM BRIL AM. OURO 112,5 ML;
CASA, CONSTRUÇÃO E JARDINAGEM;CORALAR CORAL ESM.SINTETICO  900L B.GELO;
CASA, CONSTRUÇÃO E JARDINAGEM;TENDA MOR GAZEBO X-FLEX OXFORD AZUL 3,00X3,00M (1);
CASA, CONSTRUÇÃO E JARDINAGEM;TUBO LIG.C/SPUD CROMADO ARTPLAS;
CASA, CONSTRUÇÃO E JARDINAGEM;SILICONE TEK BOND 50GR BRANCO BLISTE;
CASA, CONSTRUÇÃO E JARDINAGEM;TORNEIRA VENEZA JARDIM MAST C/BIC 1/2X3/4 1153 C33;
CASA, CONSTRUÇÃO E JARDINAGEM;FERRO SOLDA HIKARI POWER 60 50W X 220V;
CASA, CONSTRUÇÃO E JARDINAGEM;ABRACADEIRA WURT NYLON PRETA 6.6 X 150 X 4,8 MM;
CASA, CONSTRUÇÃO E JARDINAGEM;CETOL SPARLACK BALANCE ACET NATURAL;
CASA, CONSTRUÇÃO E JARDINAGEM;REPARO VALVULA HIDRA UNIFICADO 1.1/2;
CASA, CONSTRUÇÃO E JARDINAGEM;TRENA FIBRA VIDRO THOMPSON ABERTA 50MX13MM;
CASA, CONSTRUÇÃO E JARDINAGEM;PLACA EM EVA 60X40CM BRANCO 1,8MM. PCT.C/10 001 -;
CASA, CONSTRUÇÃO E JARDINAGEM;INTERRUPTOR PERA CORDAO 1/2 ILUMI BRANCO REF.1647P;
CASA, CONSTRUÇÃO E JARDINAGEM;TORNEIRA NOVA ORION B M  LAVATO 1/4 VOLTA1298 C80;
CASA, CONSTRUÇÃO E JARDINAGEM;"ARCO DE SERRA P/ACOUGUE 25"" PICELLI";
CASA, CONSTRUÇÃO E JARDINAGEM;PINTA PISO CORAL 3600L CINZA ESCURO;
CASA, CONSTRUÇÃO E JARDINAGEM;BRASILUX ESM BRIL TABACO 225 ML;
CASA, CONSTRUÇÃO E JARDINAGEM;PRUMO SAS N8 1000G;
CASA, CONSTRUÇÃO E JARDINAGEM;VERNIZ SPRAY COLORGIN POLIUR.IMBUIA-764;
CASA, CONSTRUÇÃO E JARDINAGEM;PE CADEIRA BORRACHA 1.1/2 (SAPATA CADEIRA)FORSAN;
CASA, CONSTRUÇÃO E JARDINAGEM;ELETRODO 7018-4,00MM DENVER 1KG;
CASA, CONSTRUÇÃO E JARDINAGEM;QUADRO DIST STECK EMB OURO BOX 24 DIN;
CASA, CONSTRUÇÃO E JARDINAGEM;ROLO FENIX LA LEGITIMA PELE 09 CM C/ CABO;
CASA, CONSTRUÇÃO E JARDINAGEM;MAO OBRA JOAO ABEL E JOSE BISORO;
CASA, CONSTRUÇÃO E JARDINAGEM;OLEO SINGER MULTIUSO 965-100ML;
CASA, CONSTRUÇÃO E JARDINAGEM;FIO CABO FLEX. 1,50MM COBRECOM VD (ROLO 79,90);
CASA, CONSTRUÇÃO E JARDINAGEM;GRAMPO MARCENEIRO(SARGENTO) FORTOOLS 4;
CASA, CONSTRUÇÃO E JARDINAGEM;ANEL BORRACHA VEDACAO TIGRE 40MM;
CASA, CONSTRUÇÃO E JARDINAGEM;LIXA MASSA TIGRE 150;
CASA, CONSTRUÇÃO E JARDINAGEM;FITA SILVER TAPE ADELBRAS 48X5M;
CASA, CONSTRUÇÃO E JARDINAGEM;REGADOR METASUL PLAST 6L ROSA JARDINEIRO;
CASA, CONSTRUÇÃO E JARDINAGEM;MARTELO TENACE UNHA PINTADO 25MM;
CASA, CONSTRUÇÃO E JARDINAGEM;BUCHA REDUCAO GARDEN 3/4X1/2 AMARELA;
CASA, CONSTRUÇÃO E JARDINAGEM;ESPATULA SERRILHADA RETA UT-906 KONFEKTT;
CASA, CONSTRUÇÃO E JARDINAGEM;ABRACADEIRA ALUM.TIPO U 4 100MM AB39;
CASA, CONSTRUÇÃO E JARDINAGEM;RESISTENCIA ASTRA ELETRIC. 7500W 220V DIVINA P.;
CASA, CONSTRUÇÃO E JARDINAGEM;VARAL CHAO VAREX BRANCO 1.58M C/ABA EPOXI;
CASA, CONSTRUÇÃO E JARDINAGEM;MECANISMO CX ACOP CENSI ENT UNIV 9000;
CASA, CONSTRUÇÃO E JARDINAGEM;TORNEIRA HIDROPAL LAV B MOV ABS ABS BR 1/4V C50;
CASA, CONSTRUÇÃO E JARDINAGEM;CAIXA LUZ IVPLAST/MONDIALE 4X4;
CASA, CONSTRUÇÃO E JARDINAGEM;TOMADA BARRA INTERNEED 2P+T 04T BIAMP CZ;
CASA, CONSTRUÇÃO E JARDINAGEM;TOMADA BARRA ES TRIPLA 2P+T 10-20A BRANCA;
CASA, CONSTRUÇÃO E JARDINAGEM;BROCA MADEIRA ROCAST 3 PONTAS 12X250MM;
CASA, CONSTRUÇÃO E JARDINAGEM;AREJADOR VENEZA TORNEIRA B.MOVEL ROSCA EXTERNA;
CASA, CONSTRUÇÃO E JARDINAGEM;FECHADURA PAPAIZ CROMADA EXT. 3410 560 3D;
